"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230"
"112",0,0,1,1,0,5,1,0,2,4,5,0,1,0,0,5,0,0,0,0,0,0,0,1,0,3,4,1,0,1,0,2,0,0,0,4,0,0,1,1,0,0,0,1,0,4,7,1,0,0,0,4,0,1,0,1,0,0,6,0,2,3,1,0,3,16,1,0,0,0,4,0,0,0,5,5,0,19,1,2,0,1,0,0,4,6,7,7,0,0,0,0,0,0,25,19,15,0,1,2,6,3,1,0,0,0,7,6,1,0,2,0,0,0,0,0,0,0,2,2,0,1,0,8,1,0,0,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,2,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,6,2,6,7,6,5,3,0,0,0,0,0,0,4,0,0,0,0
"113",0,0,1,0,0,6,0,0,2,1,4,0,0,1,0,10,0,3,0,1,0,2,0,2,0,0,0,1,0,2,0,2,0,0,0,1,0,0,0,0,5,0,3,0,3,0,0,0,0,1,0,0,0,2,1,0,2,0,8,0,8,1,5,0,2,5,0,0,1,0,5,0,0,0,0,10,0,3,0,0,0,1,0,0,1,5,4,4,0,3,0,0,2,2,2,23,11,0,1,3,3,4,0,0,0,0,0,0,5,10,0,0,2,3,0,0,0,0,4,1,0,0,0,2,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,3,0,2,6,6,7,1,1,0,0,0,0,0,0,6,0,0,0,0
"114",0,0,0,2,0,2,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,2,0,8,0,3,1,0,0,0,0,1,0,1,0,3,0,0,0,0,3,0,1,0,1,0,1,0,0,1,0,4,0,0,0,0,0,0,2,0,3,0,8,0,5,5,0,0,2,0,2,0,0,0,3,2,0,1,0,0,0,3,0,0,0,3,3,3,0,0,0,0,2,4,2,4,7,0,0,0,0,6,0,0,0,0,0,2,3,4,21,0,0,2,0,0,0,0,1,2,0,0,0,10,1,0,1,4,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,1,0,4,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,2,1,4,6,10,3,2,2,0,0,0,0,0,0,6,0,0,2,0
"115",0,0,0,0,0,6,0,0,3,2,0,0,0,1,1,9,0,2,0,0,0,3,0,7,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,3,14,0,3,0,0,1,1,0,1,0,0,3,0,2,0,0,0,0,3,0,3,1,2,0,8,1,0,0,0,0,3,1,0,0,3,2,0,16,0,3,0,0,0,0,3,1,11,10,0,3,0,0,1,25,24,5,10,0,0,0,6,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,8,1,0,3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,3,2,3,5,7,2,3,0,0,0,0,0,0,0,2,0,0,0,0
"116",0,0,0,0,0,11,0,0,3,3,1,0,0,0,0,5,0,1,0,2,0,0,1,4,0,1,2,1,0,1,0,3,0,0,0,6,0,0,0,3,5,0,1,0,4,4,1,0,0,3,0,1,0,0,1,0,0,0,4,0,8,2,9,0,0,7,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,6,0,0,6,1,5,5,0,4,0,0,7,2,5,8,10,0,1,2,0,6,0,0,0,0,0,5,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,8,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,2,1,2,6,7,2,3,2,0,0,0,0,0,0,5,0,0,0,0
"117",0,0,0,3,0,15,0,0,1,0,0,0,0,0,2,0,0,1,0,2,0,1,0,10,0,2,1,0,0,0,0,6,3,2,0,0,0,1,0,0,10,0,0,1,3,0,1,0,0,0,0,2,0,2,1,0,3,0,6,0,0,1,4,7,2,5,0,0,2,0,2,0,0,0,2,5,0,5,0,0,0,11,0,0,5,3,2,1,0,0,0,0,0,4,1,8,10,0,2,0,3,8,0,0,0,0,1,1,7,4,0,0,0,2,0,0,0,1,1,2,1,1,0,11,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,3,2,1,1,5,5,4,2,4,0,0,0,0,0,0,11,0,0,1,0
"118",0.5,0,0,4,0,4,0,0,7,0,4,0,1,1,0,2,0,2,0,0,0,6,0,7,0,0,4,0,0,2,0,0,0,0,1,2,0,0,0,1,4,0,1,0,1,2,1,0,0,3,0,4,0,1,1,0,0,0,7,0,10,1,4,0,3,5,0,0,2,0,2,1,0,0,3,6,0,20,0,1,0,1,0,0,4,3,10,6,0,5,0,0,0,2,22,25,10,0,0,0,0,1,0,0,2,0,6,8,0,0,0,0,0,1,0,0,0,0,3,1,0,1,1,10,3,0,1,11,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,1,1,1,3,0,3,2,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,1,1,0,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,4,1,1,0,0,5,2,4,10,4,4,8,0,8,7,0,0,0,0,0,1,5,1,0,1,0
"119",0,0,0,1,0,1,0,0,3,0,3,0,0,0,0,4,0,0,2,0,0,2,0,0,0,2,3,0,0,1,0,5,0,2,0,3,0,0,0,0,5,0,0,0,0,2,8,0,0,0,0,1,0,0,0,0,0,0,9,0,0,2,3,0,2,4,1,0,0,0,7,0,0,0,2,2,0,29,0,0,0,3,0,0,3,2,10,5,0,3,0,0,0,4,24,15,13,0,2,0,3,1,1,0,0,0,4,4,1,0,4,0,0,0,0,0,0,0,1,1,0,1,1,9,2,0,3,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,2,6,6,5,7,5,1,2,0,0,0,0,0,0,2,0,0,0,0
"120",0.25,0.25,0,1,0,8,0,0,3,1,0,0,0,0,1,11,0,1,3,0,0,1,0,2,0,3,3,0,0,3,0,3,0,3,0,0,1,1,0,1,5,0,2,0,0,3,6,0,2,0,0,1,0,0,0,0,1,0,9,0,5,2,5,0,5,5,1,2,1,0,3,38,1,0,1,5,0,20,0,0,0,5,0,0,6,3,12,8,0,2,0,0,0,2,24,13,24,0,1,1,3,6,4,0,0,0,3,8,0,0,1,0,0,1,0,0,0,1,3,3,0,0,0,14,1,0,6,11,0,0,0,0,1,0,1,5,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,1,4,1,0,0,0,0,0,0,0,3,0,0,2,1,0,1,1,2,0,0,1,3,1,0,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,6,3,5,8,6,4,4,6,3,2,0,0,0,0,0,0,2,0,0,0,0
"121",1,0.25,0,2,0,7,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,2,0,2,5,0,0,1,0,1,0,10,0,2,0,0,0,0,8,0,1,0,0,2,0,0,0,3,0,5,0,0,0,0,4,0,11,0,3,1,3,0,1,3,3,0,0,0,2,0,0,0,2,4,0,28,0,2,0,2,0,0,3,6,9,4,0,1,0,0,0,2,26,18,9,0,2,2,2,6,0,0,4,0,7,6,0,0,6,0,0,3,0,0,0,0,6,0,0,1,0,7,0,0,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,2,4,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,2,1,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,3,5,8,7,6,7,4,7,2,0,0,0,0,0,0,7,0,0,0,0
"122",1,0.25,0,1,0,6,0,0,1,4,4,0,0,0,0,7,0,1,0,2,0,3,0,6,0,6,1,0,0,1,0,1,0,0,0,1,0,0,0,1,9,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,15,1,3,0,1,2,1,0,0,0,2,0,0,1,1,7,0,13,0,1,0,4,0,0,3,2,7,7,0,3,0,0,0,0,14,15,18,0,1,1,2,6,0,0,0,0,3,5,3,0,0,0,0,1,0,0,0,1,3,1,0,1,0,5,0,0,2,4,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,7,1,0,0,0,0,1,0,1,1,0,0,0,0,0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,5,4,5,6,3,3,3,3,0,0,0,0,0,1,13,0,0,2,0
"123",0.25,1,1,0,0,8,0,0,5,4,2,0,1,0,0,5,0,0,1,0,0,1,0,8,0,0,2,0,0,0,0,3,0,3,0,3,0,0,2,2,6,0,0,0,0,5,5,0,0,0,0,2,0,0,0,0,0,0,6,0,3,2,7,0,5,10,1,0,2,0,1,0,0,0,0,5,0,25,0,1,0,4,0,0,8,3,12,6,0,2,0,0,0,1,22,15,11,0,3,0,1,8,0,0,0,0,4,2,0,0,1,0,0,2,0,0,0,2,2,0,1,0,0,7,0,0,4,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,2,2,13,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,4,0,0,14,4,11,5,3,6,3,8,6,6,0,0,0,0,0,0,3,0,0,1,0
"124",1,0,0,1,0,9,0,0,5,0,3,0,0,0,0,4,0,1,2,0,0,5,0,1,0,0,4,0,0,1,0,7,0,0,0,1,0,0,0,0,3,0,1,0,0,3,4,0,0,2,0,0,0,0,1,3,0,0,8,0,0,2,5,0,1,6,0,0,0,0,3,1,0,0,6,4,0,23,0,1,0,2,0,0,6,6,13,5,0,2,0,0,0,0,25,24,14,0,0,0,4,2,2,0,3,0,1,8,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,12,1,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,2,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,2,5,5,4,5,7,1,6,3,0,0,0,0,0,0,1,0,0,0,0
"125",0.5,0,1,7,0,4,0,0,2,0,0,0,1,0,0,3,0,0,1,0,0,0,0,4,0,1,3,2,0,0,0,2,0,5,0,0,0,0,0,0,9,0,0,0,2,1,1,0,0,0,0,2,0,0,1,0,0,0,4,0,0,1,4,0,3,3,1,0,4,0,3,0,0,0,0,2,0,17,0,0,0,4,0,0,4,5,9,5,0,4,0,0,1,3,17,11,8,0,0,1,1,4,0,0,0,2,3,7,1,2,0,0,0,2,0,0,0,0,2,3,0,0,0,4,0,0,4,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,2,4,6,3,4,3,8,1,5,0,0,0,0,3,0,1,0,0,0,0
"126",0,0,0,0,0,7,0,0,3,1,2,0,0,0,0,6,0,1,1,0,0,2,0,3,0,3,3,0,0,1,0,3,0,1,0,2,0,0,0,0,9,0,2,0,0,1,4,0,0,1,0,5,0,0,0,1,0,0,5,0,1,0,7,0,3,3,0,0,5,0,1,0,0,0,0,2,0,8,0,0,0,0,0,0,1,0,3,3,2,2,0,0,0,2,8,6,5,0,0,0,3,0,0,0,0,0,0,0,1,9,0,0,0,1,0,0,0,1,0,1,0,0,0,5,0,0,2,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,3,4,2,3,4,4,10,1,0,0,0,0,0,0,0,4,0,0,0,0
"127",0,0,0,0,0,9,0,0,5,4,1,0,2,0,0,2,0,0,4,0,0,0,0,2,0,1,4,0,0,0,0,5,0,2,2,0,0,0,1,5,1,0,2,1,0,3,6,0,0,4,0,6,0,0,0,0,0,0,6,0,1,4,2,0,4,2,2,0,3,0,4,0,1,0,4,4,0,17,0,0,0,6,0,0,11,3,13,9,0,4,0,0,0,0,23,22,15,0,4,2,9,8,1,0,0,1,4,6,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,12,2,0,4,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,1,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,2,4,7,4,3,5,3,0,2,0,0,0,0,0,0,1,0,0,0,0
"128",0,0,1,1,0,6,0,0,6,2,3,0,0,0,0,2,0,1,0,2,0,1,0,0,0,2,2,0,0,3,0,1,0,4,0,3,0,0,0,1,14,0,1,0,2,0,8,0,0,1,0,2,0,1,2,4,1,0,8,0,6,1,8,0,3,9,2,0,2,0,9,0,1,0,0,4,0,2,0,0,0,2,0,0,1,0,2,0,0,5,0,0,1,3,0,5,9,0,0,1,4,3,0,0,0,0,3,5,4,0,0,0,0,1,0,0,0,1,1,1,0,0,0,2,1,0,2,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,5,1,3,4,4,5,1,0,0,0,0,0,0,0,2,0,0,0,0
"129",0.5,0,0,1,0,14,0,0,7,1,1,0,0,0,0,3,0,1,2,0,0,5,0,4,0,0,4,0,0,2,0,6,0,5,0,2,0,0,0,2,10,0,2,0,2,1,0,0,0,2,0,4,0,1,0,0,0,0,9,0,2,1,2,0,7,2,1,0,0,0,3,1,0,0,2,5,0,20,0,4,0,4,0,0,6,4,12,7,0,3,0,0,0,0,26,22,15,0,4,0,7,4,0,0,2,1,9,6,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,8,3,0,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,4,10,4,3,6,3,1,2,0,0,0,0,0,0,3,0,0,0,0
"130",0,1,1,3,0,3,1,0,2,0,0,1,2,0,0,2,0,0,1,3,0,4,0,7,0,2,3,1,0,3,0,5,0,2,0,0,0,0,0,1,3,0,3,2,0,4,9,0,1,0,1,0,0,0,0,1,0,0,4,0,1,4,2,0,6,5,3,0,3,0,7,4,0,0,1,6,0,17,0,1,0,4,0,0,7,6,13,7,0,4,0,0,0,4,23,17,11,0,5,0,0,7,2,0,1,0,2,4,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,12,1,0,4,6,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,7,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,4,0,1,0,1,0,0,0,3,0,1,0,2,0,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,11,6,9,10,3,4,4,2,0,1,0,0,0,0,0,0,8,0,0,1,0
"131",0,1,1,0,0,6,1,0,6,1,3,8,0,0,0,1,0,0,0,1,0,0,0,2,0,1,2,0,0,1,0,2,0,2,0,2,0,0,0,2,7,0,2,0,0,5,1,0,2,0,0,1,0,0,1,0,0,0,4,0,0,2,3,0,2,6,1,1,2,0,2,16,0,0,1,4,0,28,1,0,0,3,0,0,6,4,10,5,0,4,0,0,1,2,35,17,17,0,5,1,4,8,2,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,6,0,1,7,2,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,2,2,0,7,0,0,8,3,0,1,0,0,0,0,0,1,2,0,1,0,1,4,3,0,0,0,0,2,1,0,1,0,0,0,2,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,13,3,9,8,4,3,3,2,1,4,0,0,0,0,0,0,9,0,0,0,0
"132",0.25,1,0,1,0,11,0,0,2,2,4,0,1,0,0,3,0,3,2,0,0,1,1,1,0,2,4,0,0,0,0,6,0,1,0,3,0,0,1,1,4,0,7,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,5,0,14,6,3,0,3,7,1,1,0,0,6,0,0,0,1,1,0,24,0,5,0,4,0,1,8,3,10,8,0,2,0,0,0,2,23,21,9,0,1,1,4,10,1,0,1,0,7,6,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,10,0,0,2,6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,13,3,1,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11,2,8,9,4,5,5,5,3,6,0,0,0,0,10,0,13,0,0,0,0
"133",0,0,0,2,0,7,0,0,2,1,0,0,3,1,0,6,0,0,9,1,0,8,0,8,0,5,2,0,0,0,0,7,0,2,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,11,0,5,0,4,1,0,0,2,0,3,0,0,0,1,1,0,7,0,0,0,11,0,0,5,4,9,8,0,3,0,0,2,0,12,6,8,0,2,1,5,11,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,0,0,7,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,2,0,0,0,7,1,0,2,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,2,1,5,6,4,1,2,1,0,0,0,0,0,0,5,0,0,3,0
"134",1,0,2,3,2,3,0,0,2,1,2,0,0,0,0,0,0,2,1,5,0,1,0,3,0,1,1,1,0,0,0,3,0,0,0,4,0,0,0,0,6,0,4,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,4,0,3,5,3,1,0,0,8,0,0,0,3,7,0,17,0,0,0,1,0,0,2,4,12,4,0,1,0,0,1,1,15,17,15,0,2,1,1,2,0,0,0,0,1,4,2,1,8,0,0,2,0,0,0,0,2,0,1,1,0,11,1,0,5,7,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,7,0,5,0,0,6,1,3,7,4,4,6,7,6,4,0,0,0,0,0,0,5,0,0,0,0
"135",0.5,1,3,0,0,11,0,0,5,3,1,0,0,0,0,3,0,1,2,0,0,2,0,6,0,5,4,0,0,0,0,2,0,1,0,2,0,0,0,2,1,0,1,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,4,0,0,2,10,0,5,4,1,0,0,2,2,9,0,0,6,8,0,24,0,2,0,0,0,0,3,2,7,5,0,3,0,0,0,2,21,20,9,0,2,0,3,9,0,0,4,2,5,3,1,0,0,0,0,2,0,0,0,1,6,1,0,0,0,4,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,1,9,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,3,0,1,1,5,0,0,11,4,8,6,7,4,5,4,3,5,0,0,0,0,0,0,5,0,0,0,0
"136",0.5,0,1,1,0,4,0,0,3,3,3,0,3,0,1,0,0,2,2,1,0,0,0,1,0,0,3,1,0,0,0,9,0,1,1,7,0,0,0,1,11,0,4,0,0,1,1,0,0,0,0,1,0,0,0,3,1,0,6,0,10,2,1,0,0,8,1,0,1,0,8,0,0,0,2,3,0,15,0,0,0,8,0,0,5,4,9,8,0,1,0,0,0,0,23,13,8,0,4,0,3,5,5,0,0,2,2,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,1,0,3,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,5,4,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,2,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,2,3,4,3,5,7,1,1,1,0,0,0,0,0,0,2,0,0,0,0
"137",0.25,0,0,0,0,5,0,0,1,0,5,0,0,0,0,3,0,1,7,0,0,2,0,1,0,1,2,2,0,2,0,1,0,1,0,2,0,0,0,0,4,0,1,1,1,2,0,0,0,1,0,1,0,0,1,0,1,0,3,0,5,1,6,0,2,2,0,1,2,1,6,0,0,0,0,5,0,7,0,2,0,1,0,0,0,8,7,4,0,1,0,0,0,1,7,2,8,0,0,1,2,5,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,13,1,0,3,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,1,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,4,0,0,2,0,0,1,0,1,2,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,3,0,5,5,5,2,1,1,0,0,0,0,0,0,7,0,0,0,0
"138",0,0,1,3,0,9,0,0,1,1,3,0,0,0,0,2,0,2,3,0,0,2,0,3,0,1,5,0,0,0,0,1,0,3,0,2,1,0,0,0,9,0,4,0,0,0,7,0,0,0,0,1,0,1,0,0,0,0,5,0,8,2,4,0,3,11,3,0,2,1,3,3,0,0,5,6,0,19,0,0,0,1,0,0,0,10,7,1,0,1,0,0,1,0,16,7,13,0,0,0,2,6,0,0,0,0,1,2,2,0,6,0,0,0,0,0,0,0,2,2,0,0,0,7,0,0,2,5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,4,6,2,4,9,8,3,0,0,0,0,0,0,0,2,0,0,0,0
"139",0,0,0,4,0,11,0,0,6,0,2,0,2,2,0,7,0,1,2,1,0,1,0,0,0,0,3,0,0,0,0,10,0,1,0,3,0,1,0,1,15,0,3,0,2,3,0,0,0,1,2,2,1,0,0,0,2,1,4,0,6,2,1,0,8,3,1,0,3,0,0,0,1,0,3,4,0,16,1,0,0,16,0,0,9,5,8,8,0,5,0,0,0,2,8,8,15,0,1,0,5,7,0,0,2,2,3,3,0,0,12,0,0,0,0,1,0,2,2,1,1,0,0,8,0,0,4,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,3,3,0,1,0,1,1,3,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,2,4,4,5,4,4,5,1,3,0,0,0,0,4,0,5,0,0,0,0
