"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122"
"162",0,1,0,0,0,0,1,0,0,3,0,2,0,1,0,0,0,1,3,2,0,0,0,0,0,12,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,6,10,10,5,0,2
"163",0.5,0,1,0,0,0,0,0,0,1,2,3,0,0,0,24,0,0,2,5,0,0,1,0,0,1,0,3,1,1,0,0,1,7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,2,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,18,0,2,0,0,4,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,3,0,4,12,2,1,1,0
"164",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,4,3,1,0,3,0,0,3,0,1,0,3,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,5,0,0,6,0,0,0,1,2,0,0,0,1,0,1,0,0,4,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,5,7,13,12,0,3
"165",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,0,1,0,1,0,4,0,2,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,4,5,3,0,0
"166",0.25,0.5,0,0,0,1,0,1,0,2,0,4,1,1,1,0,0,1,1,1,0,0,1,0,0,3,6,0,0,1,0,0,13,2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,2,0,3,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,2,5,10,5,3,1,2
"167",0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,4,14,7,9,0,0
"168",1,1,3,0,0,2,0,1,0,2,3,4,3,2,0,6,0,0,5,3,2,0,2,0,0,1,1,1,0,3,1,0,9,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,6,1,0,0,1,1,0,3,0,0,1,1,0,0,0,0,2,0,0,0,0,3,0,2,3,12,16,5,0,0
"169",0.5,0.25,0,0,0,1,1,1,0,0,0,6,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,3,0,1
"170",0,0.5,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,5,3,0,2,1,0,3,1,3,0,3,1,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,3,0,3,1,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,13,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,3,11,1,4,3,5
"171",0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,2,0,0,2,1,1,0,4,0,1,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,1,2,0,1,0,0,3,0,0,0,0,0,1,1,0,5,0,0,0,0,1,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,1,12,3,1,0,1
"172",1,0.25,1,0,0,1,0,0,0,0,0,5,0,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,3,9,4,4,6,0,2
"173",1,0.25,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,7,4,3,0,2,1,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,3,4,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,5,20,2,4,0,3
"174",1,0.25,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,8,2,0,0,2,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,2,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,11,5,3,0,0
"175",1,0.25,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,4,1,0,1,0,0,4,2,1,0,1,0,0,3,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,1,4,0,3,5,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,0,0,0,1,1,0,2,0,1,0,1,0,0,2,0,0,2,0,0,0,0,0,0,4,0,0,1,0,0,1,8,2,4,0,1,4
"176",1,0.25,5,2,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,3,2,0,0,1,0,1,1,0,0,3,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,2,1,0,2,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,3,12,6,16,0,10
"177",0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0,1,0,1,0,1,1,1,8,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,1,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,2,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,7,3,0,1
"178",0,0,2,0,0,0,0,1,0,2,0,1,0,1,0,3,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,4,1,0,2,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,2,1,0,0,3,2,0,1,5,1,6,2,0,0
"179",0,0,3,1,0,0,1,0,0,0,0,2,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,4,0,0,0,0,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,3,0,0,0,1,0,0,0,0,1,1,0,0,1,2,0,0,8,0,7,3,0,0
"180",0.5,0.5,2,0,0,3,0,1,0,0,0,2,2,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,3,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2,9,0,6,5,1,1
"181",0,0,4,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,7,0,0,1,0,0,2,2,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,10,1,0,0
"182",1,0.25,0,0,0,2,1,0,0,1,0,1,2,3,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,1,0,3,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6,2,13,6,0,0
"183",0.25,0.5,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,2,5,0,0,0,0,0,0,0,1,0,2,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,3,4,2,0,0,0,0,3,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,6,2,11,1,0,2
"184",0,0.25,2,1,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,9,0,0,0,0,0,1,0,0,0,2,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,6,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,7,5,11,3,0,5
"185",0.5,0.25,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2,3,0,0,1,0,0,3,4,1,0,0,0,1,11,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,5,10,2,0,0
"186",1,0.5,1,0,0,0,1,1,0,1,0,3,0,2,0,1,0,0,1,4,3,0,2,0,0,1,2,1,0,5,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,1,1,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,4,6,12,6,3,5
"187",0,0,1,1,0,3,0,0,0,0,2,0,0,0,0,1,0,0,1,1,2,0,0,2,0,7,3,2,0,0,3,1,10,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,0,3,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,7,9,3,4,3,9
"188",0.5,0.5,1,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,1,3,0,0,1,1,0,1,0,0,0,0,0,1,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,0,0,0,1,3,0,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,7,9,4,1,0
"189",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,0,0,2,0,0,5,0,0,0,3,0,0,9,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,1,0,0,0,0,0,1,0,0,5,0,3,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,15,11,4,2,0
"190",1,1,2,1,0,0,0,2,0,4,1,3,1,5,1,3,0,0,1,1,0,0,1,0,0,0,0,1,0,2,0,2,0,4,0,2,0,0,0,0,1,0,3,0,0,0,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,0,2,0,0,1,0,0,0,0,3,1,2,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,6,6,11,5,0,0
"191",0,0.25,3,1,0,0,1,2,0,1,0,2,0,4,0,0,0,1,0,2,5,0,2,0,0,12,3,3,0,3,0,1,4,7,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,2,0,9,0,1,0,0,2,4,0,2,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,5,12,1,9,5,6
"192",0.5,1,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,1,2,2,0,0,2,0,0,0,0,1,0,2,0,2,3,0,1,4,0,0,0,0,1,0,0,1,0,0,4,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,0,2,0,2,1,0,1,1,1,0,0,0,5,0,0,0,3,1,0,0,4,4,9,9,0,0
"193",0.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,3,0,0,3,0,0,0,3,0,0,2,0,2,3,1,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,1,12,0,0,0,1,0,1,0,0,3,0,3,5,4,0,0,0,0,0,0,0,1,0,2,1,0,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,1,6,7,4,0,0,1
"194",0.5,0,0,1,0,3,1,3,0,2,0,0,4,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,3,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,6,9,1,4
"195",0,1,1,2,0,1,0,4,0,1,0,0,0,2,0,0,0,0,2,6,0,0,3,0,0,2,4,1,0,4,0,0,13,2,1,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,1,1,0,1,0,0,0,0,6,0,2,3,0,0,0,0,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,11,8,6,0,12
"196",0.5,0.25,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,2,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,3,2,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,1,0,0,0,2,0,2,1,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,1,4,6,7,2,1,0
"197",0.25,0.25,2,2,0,1,0,2,0,1,0,1,1,0,0,0,0,1,2,3,0,0,0,0,0,2,2,2,0,2,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,11,4,14,7,0,0
"198",1,0.25,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,2,1,7,2,0,1,0,0,3,4,1,0,0,1,1,15,3,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,5,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,2,0,0,0,0,1,1,0,1,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,4,9,7,1,1,6
"199",0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,3,0,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,4,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,6,1,9,8,0,0
"200",0.25,1,1,0,0,0,1,0,0,2,0,3,0,2,0,2,0,0,1,1,0,0,0,0,0,1,0,1,0,3,0,1,0,1,1,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,7,0,1,0,0,2,3,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,3,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,8,2,2,5,2
"201",1,0,1,1,0,2,0,1,0,0,1,2,3,1,0,1,0,0,1,4,0,0,2,0,0,3,0,0,0,1,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,1,0,3,1,0,1,0,2,4,0,0,1,0,0,1,0,0,5,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,2,4,8,7,8,0,4
"202",0.25,0.5,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,3,0,0,0,1,0,2,0,2,0,1,0,1,5,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,2,0,1,0,1,3,0,0,2,0,0,0,0,3,0,2,0,1,0,0,1,0,4,1,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,3,0,0,0,0,1,1,0,0,1,1,0,2,7,8,7,6,3,0
"203",0.5,0.25,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,1,3,2,0,1,1,0,1,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,1,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,2,5,12,6,5,0,2
"204",0.25,0,0,0,2,3,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,2,11,8,1,0,0
"205",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,4,0,0,0,0,0,5,0,0,0,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,2,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,2,0,1,3,0,0,0,4,9,5,2,0,0
"206",0.25,1,1,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,6,0,0,0,0,0,3,1,0,0,1,0,1,9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,4,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,1,0,1,0,0,4,1,0,0,0,1,1,0,3,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,4,12,3,0,3,0
"207",1,0.5,3,1,0,0,1,2,0,2,1,3,0,2,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,1,2,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,1,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,9,7,3,3,0
"208",0,0.25,0,1,0,0,0,2,0,0,0,3,0,2,0,0,0,0,1,6,0,0,3,1,0,3,3,2,0,1,1,4,3,4,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,2,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,7,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,2,1,9,4,5,1,0
"209",0.5,0.25,0,0,0,1,0,1,0,3,0,1,3,0,0,3,0,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,4,0,0,0,0,2,1,0,0,0,1,0,1,2,5,9,2,0,1
"210",0.5,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,5,0,0,0,0,0,2,2,0,0,2,0,1,11,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,4,11,2,7,0,2
"211",0,0.5,2,0,1,1,2,0,0,0,0,5,1,1,0,1,0,2,1,4,4,1,0,0,0,1,0,0,0,0,0,0,0,7,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,7,0,0,1,0,1,0,0,0,1,0,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,2,0,0,0,0,0,1,0,0,1,1,0,0,6,4,7,1,1,0
"212",0.5,1,1,2,0,0,0,1,0,1,1,1,0,1,0,0,0,0,3,3,0,0,2,0,0,5,2,1,0,3,0,0,6,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,0,0,0,0,3,0,3,1,1,1,0,2,3,0,0,0,1,3,0,0,0,1,3,0,0,0,0,2,0,0,4,0,2,0,1,0,1,0,0,1,0,2,0,0,0,0,1,1,0,0,2,2,2,2,4,7,1,1,4,1
"213",0.5,1,1,0,0,0,0,2,0,2,0,0,0,1,0,0,0,1,2,7,0,0,3,0,0,1,1,1,0,5,0,0,9,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,4,0,3,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,2,8,1,0,2,3
"214",0,0.25,6,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,2,0,3,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,3,4,0,7,0,0
"215",0,0.25,0,0,0,0,0,2,0,1,0,0,0,5,0,0,0,0,0,2,0,0,2,2,0,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,6,1,0,0,0,3,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,7,6,3,1,0
